institution,period,sek,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,issn_l,license_ref,indexed_in_crossref,pmid,pmcid,ut,url,doaj
BTH Blekinge Institute of Technology,2024,25321.94,10.3390/app14135469,FALSE,MDPI AG,Applied Sciences,2076-3417,NA,2076-3417,2076-3417,https://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,TRUE
BTH Blekinge Institute of Technology,2024,27466.97,10.1109/lgrs.2024.3431683,TRUE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Geoscience and Remote Sensing Letters,1545-598X,1545-598X,1558-0571,1545-598X,https://creativecommons.org/licenses/by/4.0/legalcode,TRUE,NA,NA,NA,NA,FALSE
BTH Blekinge Institute of Technology,2024,22730.97,10.1504/ijpd.2024.142760,TRUE,Inderscience Publishers,International Journal of Product Development,1477-9056,1477-9056,1741-8178,1477-9056,NA,TRUE,NA,NA,NA,NA,FALSE
BTH Blekinge Institute of Technology,2024,25710.97,10.1109/lgrs.2024.3482091,TRUE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Geoscience and Remote Sensing Letters,1545-598X,1545-598X,1558-0571,1545-598X,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,NA,NA,NA,NA,FALSE
BTH Blekinge Institute of Technology,2024,29665.03,10.3390/app14219909,FALSE,MDPI AG,Applied Sciences,2076-3417,NA,2076-3417,2076-3417,https://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,TRUE
BTH Blekinge Institute of Technology,2024,26758.97,10.3390/electronics13244874,FALSE,MDPI AG,Electronics,2079-9292,NA,2079-9292,2079-9292,https://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Dalarna University,2024,19637.94,10.18332/ejm/176698,FALSE,E.U. European Publishing,European Journal of Midwifery,2585-2906,NA,2585-2906,2585-2906,https://creativecommons.org/licenses/by/4.0/,TRUE,38375418,PMC10875707,NA,NA,FALSE
Dalarna University,2024,10364,10.2196/56996,FALSE,JMIR Publications Inc.,JMIR Research Protocols,1929-0748,NA,1929-0748,1929-0748,NA,TRUE,39042448,PMC11303889,NA,NA,TRUE
Dalarna University,2024,36773.94,10.1080/17483107.2024.2338122,TRUE,Informa UK Limited,Disability and Rehabilitation: Assistive Technology,1748-3107,1748-3107,1748-3115,1748-3107,http://creativecommons.org/licenses/by/4.0/,TRUE,38572520,NA,NA,NA,FALSE
Dalarna University,2024,29634.06,10.3233/jad-231459,TRUE,SAGE Publications,Journal of Alzheimer's Disease,1387-2877,1387-2877,1875-8908,1387-2877,https://creativecommons.org/licenses/by-nc/4.0/,TRUE,38848181,PMC11307068,NA,NA,FALSE
Dalarna University,2024,18933.03,10.1145/3681797,TRUE,Association for Computing Machinery (ACM),ACM Transactions on Computing for Healthcare,2637-8051,NA,2637-8051,2637-8051,NA,TRUE,NA,NA,NA,NA,FALSE
Dalarna University,2024,15764,10.4018/ijopcd.356273,FALSE,IGI Global,International Journal of Online Pedagogy and Course Design,2155-6873,2155-6873,2155-6881,2155-6873,http://creativecommons.org/licenses/by/3.0/deed.en_US,TRUE,NA,NA,NA,NA,FALSE
Dalarna University,2024,14809.03,10.53902/tnhcr.2024.04.000538,FALSE,Stephy Publishers,Trends in Nursing and Health Care Research,2771-2842,NA,NA,2771-2842,NA,TRUE,NA,NA,NA,NA,FALSE
Dalarna University,2024,12849.03,10.1177/18758894241299923,FALSE,SAGE Publications,Journal of Pediatric Rehabilitation Medicine,1874-5393,1874-5393,1875-8894,1874-5393,NA,FALSE,39973581,NA,NA,NA,TRUE
Dalarna University,2024,13837.03,10.23865/njlr.v10.5585,FALSE,Cappelen Damm AS - Cappelen Damm Akademisk,Nordic Journal of Literacy Research,2464-1596,NA,2464-1596,2464-1596,https://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,NA,TRUE
Halmstad University,2024,25282.97,10.1109/tpami.2024.3357847,TRUE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Transactions on Pattern Analysis and Machine Intelligence,0162-8828,0162-8828,2160-9292,0162-8828,https://creativecommons.org/licenses/by/4.0/legalcode,TRUE,38265905,NA,NA,NA,FALSE
Halmstad University,2024,20444.8,10.2196/52744,FALSE,JMIR Publications Inc.,JMIR Research Protocols,1929-0748,1929-0748,1929-0748,1929-0748,NA,TRUE,38466983,PMC10964136,NA,NA,TRUE
Halmstad University,2024,24124.34,10.1109/tnnls.2024.3415149,TRUE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Transactions on Neural Networks and Learning Systems,2162-237X,2162-237X,2162-2388,2162-237X,https://creativecommons.org/licenses/by/4.0/legalcode,TRUE,38980780,NA,NA,NA,FALSE
Halmstad University,2024,35513.14,10.1037/spy0000368,TRUE,American Psychological Association (APA),"Sport, Exercise, and Performance Psychology",2157-3913,2157-3905,2157-3913,2157-3905,https://creativecommons.org/licenses/by-nc-nd/4.0,TRUE,NA,NA,NA,NA,FALSE
Jönköping University,2024,26402.97,NA,TRUE,"Old City Publishing, Inc",High Temperatures-High Pressures,1472-3441,NA,1472-3441,0018-1544,NA,FALSE,NA,NA,NA,https://www.oldcitypublishing.com/journals/hthp-home/,FALSE
KTH Royal Institute of Technology,2024,36099.31,10.1080/09668136.2024.2327250,TRUE,Informa UK Limited,Europe-Asia Studies,0966-8136,0966-8136,1465-3427,0966-8136,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,9086.51,10.4271/09-12-01-0007,TRUE,SAE International,SAE International Journal of Transportation Safety,2327-5626,2327-5626,2327-5634,2327-5626,https://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,46339.89,10.1016/j.cej.2024.148655,TRUE,Elsevier BV,Chemical Engineering Journal,1385-8947,1385-8947,NA,1385-8947,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,37536.11,10.1152/jn.00129.2024,TRUE,American Physiological Society,Journal of Neurophysiology,0022-3077,0022-3077,1522-1598,0022-3077,NA,TRUE,39015074,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,22612.91,10.1364/oe.520643,FALSE,Optica Publishing Group,Optics Express,1094-4087,NA,1094-4087,1094-4087,https://creativecommons.org/licenses/by/4.0/,TRUE,38858888,NA,NA,NA,TRUE
KTH Royal Institute of Technology,2024,5800.46,10.3926/jiem.7182,FALSE,Omnia Publisher SL,Journal of Industrial Engineering and Management,2013-0953,2013-8423,2013-0953,2013-0953,https://creativecommons.org/licenses/by-nc/4.0,TRUE,NA,NA,NA,NA,TRUE
KTH Royal Institute of Technology,2024,12495.43,10.17743/jaes.2022.0143,TRUE,Audio Engineering Society,Journal of the Audio Engineering Society,1549-4950,1549-4950,NA,1549-4950,NA,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,14691.31,10.1039/d4ra01380h,FALSE,Royal Society of Chemistry (RSC),RSC Advances,2046-2069,NA,2046-2069,2046-2069,http://creativecommons.org/licenses/by/3.0/,TRUE,38645525,PMC11027479,NA,NA,TRUE
KTH Royal Institute of Technology,2024,20396.91,10.1039/d3na00876b,FALSE,Royal Society of Chemistry (RSC),Nanoscale Advances,2516-0230,NA,2516-0230,2516-0230,http://creativecommons.org/licenses/by-nc/3.0/,TRUE,38545285,PMC10964753,NA,NA,TRUE
KTH Royal Institute of Technology,2024,21575.09,10.1364/oe.508004,FALSE,Optica Publishing Group,Optics Express,1094-4087,NA,1094-4087,1094-4087,https://doi.org/10.1364/OA_License_v2#VOR-OA,TRUE,38439416,NA,NA,NA,TRUE
KTH Royal Institute of Technology,2024,22842.17,10.1504/ijhfe.2024.139191,TRUE,Inderscience Publishers,International Journal of Human Factors and Ergonomics,2045-7804,2045-7804,2045-7812,2045-7804,NA,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,21574.74,10.1364/oe.505539,FALSE,Optica Publishing Group,Optics Express,1094-4087,NA,1094-4087,1094-4087,https://creativecommons.org/licenses/by/4.0/,TRUE,38297611,NA,NA,NA,TRUE
KTH Royal Institute of Technology,2024,22140.34,10.1364/oe.513734,FALSE,Optica Publishing Group,Optics Express,1094-4087,NA,1094-4087,1094-4087,https://creativecommons.org/licenses/by/4.0/,TRUE,38859376,NA,NA,NA,TRUE
KTH Royal Institute of Technology,2024,23116.34,10.1364/oe.509813,FALSE,Optica Publishing Group,Optics Express,1094-4087,NA,1094-4087,1094-4087,https://creativecommons.org/licenses/by/4.0/,TRUE,39538756,NA,NA,NA,TRUE
KTH Royal Institute of Technology,2024,14519.89,10.1039/d4ra02281e,FALSE,Royal Society of Chemistry (RSC),RSC Advances,2046-2069,NA,2046-2069,2046-2069,http://creativecommons.org/licenses/by/3.0/,TRUE,38769963,PMC11104010,NA,NA,TRUE
KTH Royal Institute of Technology,2024,14519.89,10.1039/d4ra02130d,FALSE,Royal Society of Chemistry (RSC),RSC Advances,2046-2069,NA,2046-2069,2046-2069,http://creativecommons.org/licenses/by/3.0/,TRUE,38911831,PMC11191050,NA,NA,TRUE
KTH Royal Institute of Technology,2024,35911.09,10.1152/ajpregu.00246.2023,TRUE,American Physiological Society,"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology",0363-6119,0363-6119,1522-1490,0363-6119,NA,TRUE,38189165,PMC11283895,NA,NA,FALSE
KTH Royal Institute of Technology,2024,36993.94,10.1152/ajpregu.00260.2023,TRUE,American Physiological Society,"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology",0363-6119,0363-6119,1522-1490,0363-6119,NA,TRUE,38314699,PMC11550997,NA,NA,FALSE
KTH Royal Institute of Technology,2024,37673.6,10.26508/lsa.202302244,FALSE,"Life Science Alliance, LLC",Life Science Alliance,2575-1077,NA,2575-1077,2575-1077,https://creativecommons.org/licenses/by/4.0/,TRUE,38228368,PMC10796589,NA,NA,TRUE
KTH Royal Institute of Technology,2024,36081.83,10.1128/spectrum.00348-24,FALSE,American Society for Microbiology,Microbiology Spectrum,2165-0497,NA,2165-0497,2165-0497,https://creativecommons.org/licenses/by/4.0/,TRUE,38888349,PMC11302233,NA,NA,TRUE
KTH Royal Institute of Technology,2024,20227.54,10.1039/d3ma01090b,FALSE,Royal Society of Chemistry (RSC),Materials Advances,2633-5409,NA,2633-5409,2633-5409,http://creativecommons.org/licenses/by/3.0/,TRUE,NA,NA,NA,NA,TRUE
KTH Royal Institute of Technology,2024,20227.54,10.1039/d3ma00828b,FALSE,Royal Society of Chemistry (RSC),Materials Advances,2633-5409,NA,2633-5409,2633-5409,http://creativecommons.org/licenses/by/3.0/,TRUE,NA,NA,NA,NA,TRUE
KTH Royal Institute of Technology,2024,47380.91,10.1126/sciadv.adl2267,FALSE,American Association for the Advancement of Science (AAAS),Science Advances,2375-2548,NA,2375-2548,2375-2548,NA,TRUE,38517973,PMC11093098,NA,NA,TRUE
KTH Royal Institute of Technology,2024,42768.46,10.1126/sciadv.adi3180,FALSE,American Association for the Advancement of Science (AAAS),Science Advances,2375-2548,NA,2375-2548,2375-2548,NA,TRUE,38446878,PMC10917338,NA,NA,TRUE
KTH Royal Institute of Technology,2024,5151.2,10.62492/sefijeea.v1i1.16,TRUE,SEFI - European Society for Engineering Education,SEFI Journal of Engineering Education Advancement,3006-6301,NA,3006-6301,3006-6301,https://creativecommons.org/licenses/by-nc-nd/4.0,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,16977.94,10.1162/comj_a_00675,TRUE,MIT Press - Journals,Computer Music Journal,0148-9267,0148-9267,1531-5169,0148-9267,https://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,19587.43,10.1142/s0219455425400176,TRUE,World Scientific Pub Co Pte Ltd,International Journal of Structural Stability and Dynamics,0219-4554,0219-4554,1793-6764,0219-4554,NA,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,19746.86,10.1162/leon_a_02608,TRUE,MIT Press - Journals,Leonardo,0024-094X,0024-094X,1530-9282,0024-094X,NA,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,19883.66,10.1142/s0219455425400127,TRUE,World Scientific Pub Co Pte Ltd,International Journal of Structural Stability and Dynamics,0219-4554,0219-4554,1793-6764,0219-4554,NA,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,23012.57,10.1039/d4ma00094c,FALSE,Royal Society of Chemistry (RSC),Materials Advances,2633-5409,NA,2633-5409,2633-5409,http://creativecommons.org/licenses/by/3.0/,TRUE,NA,NA,NA,NA,TRUE
KTH Royal Institute of Technology,2024,23136.11,10.1039/d4na00191e,FALSE,Royal Society of Chemistry (RSC),Nanoscale Advances,2516-0230,NA,2516-0230,2516-0230,http://creativecommons.org/licenses/by/3.0/,TRUE,39247863,PMC11376076,NA,NA,TRUE
KTH Royal Institute of Technology,2024,25140.23,10.1364/ol.531038,TRUE,Optica Publishing Group,Optics Letters,0146-9592,0146-9592,1539-4794,0146-9592,https://creativecommons.org/licenses/by/4.0/,TRUE,39146101,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,24921.83,10.1038/s44183-024-00075-5,FALSE,Springer Nature,npj Ocean Sustainability,2731-426X,NA,2731-426X,2731-426X,https://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,NA,TRUE
KTH Royal Institute of Technology,2024,29200.57,10.1016/j.jbc.2024.107795,FALSE,Elsevier BV,Journal of Biological Chemistry,0021-9258,0021-9258,NA,0021-9258,http://creativecommons.org/licenses/by/4.0/,TRUE,39305954,PMC11532951,NA,NA,TRUE
KTH Royal Institute of Technology,2024,29615.09,10.1063/4.0000263,FALSE,AIP Publishing,Structural Dynamics,2329-7778,NA,2329-7778,2329-7778,NA,TRUE,39386199,PMC11462575,NA,NA,TRUE
KTH Royal Institute of Technology,2024,30903.89,10.1115/1.4066989,TRUE,ASME International,Journal of Engineering for Gas Turbines and Power,0742-4795,0742-4795,1528-8919,0742-4795,https://www.asme.org/publications-submissions/publishing-information/legal-policies,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,33965.14,10.1139/cjce-2024-0077,TRUE,Canadian Science Publishing,Canadian Journal of Civil Engineering,0315-1468,0315-1468,1208-6029,0315-1468,https://creativecommons.org/licenses/by/4.0/deed.en_GB,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,34507.77,10.1137/24m1661753,TRUE,Society for Industrial & Applied Mathematics (SIAM),SIAM Review,0036-1445,0036-1445,1095-7200,0036-1445,NA,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,34677.71,10.1137/23m1603029,TRUE,Society for Industrial & Applied Mathematics (SIAM),SIAM Journal on Mathematical Analysis,0036-1410,0036-1410,1095-7154,0036-1410,NA,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,40207.89,10.3791/67116,TRUE,MyJove Corporation,Journal of Visualized Experiments,1940-087X,NA,1940-087X,1940-087X,NA,TRUE,39555807,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,41192,10.1089/neu.2024.0183,TRUE,Mary Ann Liebert Inc,Journal of Neurotrauma,0897-7151,0897-7151,1557-9042,0897-7151,https://www.liebertpub.com/nv/resources-tools/text-and-data-mining-policy/121/,TRUE,39212616,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,17687.31,10.20517/energymater.204,TRUE,OAE Publishing Inc.,Energy Materials,2770-5900,NA,NA,2770-5900,NA,FALSE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,23385.37,10.1364/oe.527421,FALSE,Optica Publishing Group,Optics Express,1094-4087,NA,1094-4087,1094-4087,https://doi.org/10.1364/OA_License_v2#VOR-OA,TRUE,39876472,NA,NA,NA,TRUE
KTH Royal Institute of Technology,2024,29779.2,10.1063/5.0232419,FALSE,AIP Publishing,APL Photonics,2378-0967,NA,2378-0967,2378-0967,NA,TRUE,NA,NA,NA,NA,TRUE
KTH Royal Institute of Technology,2024,32353.49,10.3847/1538-4357/ad812e,FALSE,American Astronomical Society,The Astrophysical Journal,0004-637X,0004-637X,1538-4357,0004-637X,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,TRUE
KTH Royal Institute of Technology,2024,12382.63,10.1109/tac.2024.3516202,TRUE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Transactions on Automatic Control,0018-9286,0018-9286,1558-2523,0018-9286,https://creativecommons.org/licenses/by/4.0/legalcode,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,12382.63,10.1109/taes.2024.3516708,TRUE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Transactions on Aerospace and Electronic Systems,0018-9251,0018-9251,1557-9603,0018-9251,https://creativecommons.org/licenses/by/4.0/legalcode,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,12382.63,10.1109/tmc.2024.3516655,TRUE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Transactions on Mobile Computing,1536-1233,1536-1233,1558-0660,1536-1233,https://creativecommons.org/licenses/by/4.0/legalcode,TRUE,NA,NA,NA,NA,FALSE
KTH Royal Institute of Technology,2024,12382.63,10.1109/ojits.2024.3521449,FALSE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Open Journal of Intelligent Transportation Systems,2687-7813,NA,2687-7813,2687-7813,https://creativecommons.org/licenses/by/4.0/legalcode,TRUE,NA,NA,NA,NA,TRUE
KTH Royal Institute of Technology,2024,12382.63,10.1109/tac.2024.3524276,TRUE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Transactions on Automatic Control,0018-9286,0018-9286,1558-2523,0018-9286,https://creativecommons.org/licenses/by/4.0/legalcode,TRUE,NA,NA,NA,NA,FALSE
Karlstad University,2024,33924,10.2147/jmdh.s468262,FALSE,Informa UK Limited,Journal of Multidisciplinary Healthcare,1178-2390,NA,1178-2390,1178-2390,https://creativecommons.org/licenses/by-nc/3.0/,TRUE,39399322,PMC11471116,NA,NA,TRUE
Karlstad University,2024,14356,10.17645/mac.8215,FALSE,Cogitatio,Media and Communication,2183-2439,NA,2183-2439,2183-2439,https://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,NA,TRUE
Karlstad University,2024,23169.94,10.1039/d4ma00447g,FALSE,Royal Society of Chemistry (RSC),Materials Advances,2633-5409,NA,2633-5409,2633-5409,http://creativecommons.org/licenses/by/3.0/,TRUE,NA,NA,NA,NA,TRUE
Karlstad University,2024,3170.97,10.1016/j.rineng.2024.103122,FALSE,Elsevier BV,Results in Engineering,2590-1230,2590-1230,NA,2590-1230,http://creativecommons.org/licenses/by-nc/4.0/,TRUE,NA,NA,NA,NA,TRUE
Karlstad University,2024,13865.94,10.23865/njlr.v10.5720,FALSE,Cappelen Damm AS - Cappelen Damm Akademisk,Nordic Journal of Literacy Research,2464-1596,NA,2464-1596,2464-1596,https://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,NA,TRUE
Karlstad University,2024,11028,10.1097/cr9.0000000000000061,TRUE,Ovid Technologies (Wolters Kluwer Health),Cancer Care Research Online,2691-3623,NA,2691-3623,2691-3623,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Karlstad University,2024,17453.03,10.15376/biores.19.3.4852-4870,FALSE,BioResources,BioResources,1930-2126,1930-2126,1930-2126,1930-2126,NA,TRUE,NA,NA,NA,NA,TRUE
Karlstad University,2024,33090.06,10.1515/npprj-2023-0092,TRUE,Walter de Gruyter GmbH,Nordic Pulp & Paper Research Journal,0283-2631,0283-2631,2000-0669,0283-2631,http://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,NA,FALSE
Karlstad University,2024,64701.94,10.1007/s13300-024-01581-y,FALSE,Springer Nature,Diabetes Therapy,1869-6953,1869-6953,1869-6961,1869-6961,https://creativecommons.org/licenses/by-nc/4.0,TRUE,38642262,PMC11096132,NA,NA,TRUE
Karlstad University,2024,12770.97,10.15376/biores.19.4.7771-7785,FALSE,BioResources,BioResources,1930-2126,1930-2126,1930-2126,1930-2126,NA,TRUE,NA,NA,NA,NA,TRUE
Karlstad University,2024,21485.03,10.1109/access.2024.3360864,FALSE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Access,2169-3536,NA,2169-3536,2169-3536,https://creativecommons.org/licenses/by/4.0/legalcode,TRUE,NA,NA,NA,NA,TRUE
Karolinska Institutet,2024,17506.06,10.38207/jcmphr/2024/apr05070353,FALSE,Acquaint Publications,Journal of Community Medicine and Public Health Reports,2692-9899,NA,2692-9899,2692-9899,NA,TRUE,NA,NA,NA,NA,FALSE
Karolinska Institutet,2024,6775.89,10.21873/anticanres.16929,TRUE,The International Institute of Anticancer Research,Anticancer Research,0250-7005,0250-7005,1791-7530,0250-7005,NA,TRUE,38537991,NA,NA,NA,FALSE
Karolinska Institutet,2024,27285.14,10.1097/hc9.0000000000000374,FALSE,Ovid Technologies (Wolters Kluwer Health),Hepatology Communications,2471-254X,NA,2471-254X,2471-254X,http://creativecommons.org/licenses/by-nc-nd/4.0/ http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,38358377,PMC10871795,NA,NA,TRUE
Karolinska Institutet,2024,51203.54,10.1001/jamapsychiatry.2024.0047,TRUE,American Medical Association (AMA),JAMA Psychiatry,2168-622X,2168-622X,NA,2168-622X,NA,TRUE,38477889,PMC10938246,NA,NA,FALSE
Karolinska Institutet,2024,26066.29,10.1097/pr9.0000000000001148,FALSE,Ovid Technologies (Wolters Kluwer Health),PAIN Reports,2471-2531,NA,2471-2531,2471-2531,http://creativecommons.org/licenses/by-nd/4.0/,TRUE,38500565,PMC10948132,NA,NA,TRUE
Karolinska Institutet,2024,38708.46,10.1097/ajp.0000000000001200,TRUE,Ovid Technologies (Wolters Kluwer Health),The Clinical Journal of Pain,1536-5409,NA,1536-5409,0749-8047,http://creativecommons.org/licenses/by-nc-nd/4.0/ http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,38287774,PMC11005675,NA,NA,FALSE
Karolinska Institutet,2024,41779.89,10.1161/atvbaha.123.320300,TRUE,Ovid Technologies (Wolters Kluwer Health),"Arteriosclerosis, Thrombosis, and Vascular Biology",1079-5642,1079-5642,NA,1079-5642,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,38299356,PMC10880945,NA,NA,FALSE
Karolinska Institutet,2024,31742.63,10.1097/bpo.0000000000002674,TRUE,Ovid Technologies (Wolters Kluwer Health),Journal of Pediatric Orthopaedics,0271-6798,0271-6798,NA,0271-6798,http://creativecommons.org/licenses/by-nc-nd/4.0/ http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,38477355,PMC11152590,NA,NA,FALSE
Karolinska Institutet,2024,26706.17,10.1158/2767-9764.crc-23-0405,FALSE,American Association for Cancer Research (AACR),Cancer Research Communications,2767-9764,NA,2767-9764,2767-9764,https://creativecommons.org/licenses/by/4.0/,TRUE,38335302,PMC10875982,NA,NA,TRUE
Karolinska Institutet,2024,48480,10.1097/j.pain.0000000000003245,TRUE,Ovid Technologies (Wolters Kluwer Health),Pain,0304-3959,0304-3959,1872-6623,0304-3959,http://creativecommons.org/licenses/by/4.0/,TRUE,38787634,PMC11404332,NA,NA,FALSE
Karolinska Institutet,2024,20035.89,10.2217/nnm-2024-0064,TRUE,Informa UK Limited,Nanomedicine,1743-5889,1743-5889,1748-6963,1743-5889,http://creativecommons.org/licenses/by/4.0/,TRUE,38530868,PMC11221370,NA,NA,FALSE
Karolinska Institutet,2024,30636.57,10.1037/pag0000807,TRUE,American Psychological Association (APA),Psychology and Aging,1939-1498,0882-7974,1939-1498,0882-7974,https://creativecommons.org/licenses/by-nc-nd/4.0,TRUE,38753406,NA,NA,NA,FALSE
Karolinska Institutet,2024,26134.51,10.1124/dmd.123.001302,TRUE,American Society for Pharmacology & Experimental Therapeutics (ASPET),Drug Metabolism and Disposition,0090-9556,0090-9556,NA,0090-9556,http://creativecommons.org/licenses/by-nc/4.0/,TRUE,38575185,NA,NA,NA,FALSE
Karolinska Institutet,2024,26205.49,10.4049/jimmunol.2300419,TRUE,The American Association of Immunologists,The Journal of Immunology,0022-1767,0022-1767,1550-6606,0022-1767,https://creativecommons.org/licenses/by/4.0/,TRUE,38019121,PMC10733583,NA,NA,FALSE
Karolinska Institutet,2024,31382.4,10.4049/jimmunol.2300151,TRUE,The American Association of Immunologists,The Journal of Immunology,0022-1767,0022-1767,1550-6606,0022-1767,https://creativecommons.org/licenses/by/4.0/,TRUE,37982695,PMC10733582,NA,NA,FALSE
Karolinska Institutet,2024,29595.66,10.2147/ppa.s440689,FALSE,Informa UK Limited,Patient Preference and Adherence,1177-889X,NA,1177-889X,1177-889X,https://creativecommons.org/licenses/by/4.0/,TRUE,38333642,PMC10850763,NA,NA,TRUE
