institution;period;sek;doi;is_hybrid;publisher;journal_full_title;issn;issn_print;issn_electronic;url
KI;2025;38597,21;10.14309/ajg.0000000000003652;TRUE;;;;;;
KI;2025;38160,69;10.1080/14427591.2025.2504589;TRUE;;;;;;
KI;2025;37863,08;10.26508/lsa.202403090;FALSE ;;;;;;
KI;2025;37523,27;10.7189/jogh.15.04084;FALSE ;;;;;;
KI;2025;36758,232;10.1128/spectrum.02450-24;FALSE ;;;;;;
KI;2025;36179,97;10.1212/NXI.0000000000200289;FALSE ;;;;;;
KI;2025;35455,25;10.1097/HEP.0000000000001351;TRUE;;;;;;
KI;2025;35412,96;10.1016/j.urolonc.2025.02.017;TRUE;;;;;;
KI;2025;35085,62;10.1038/s41392-025-02330-8;FALSE ;;;;;;
KI;2025;34812,58;10.3390/cancers17162627;FALSE ;;;;;;
KI;2025;34717,27;10.1097/EJA.0000000000002144;TRUE;;;;;;
KI;2025;34638,48;10.1136/rmdopen-2024-005111;FALSE ;;;;;;
KI;2025;34359,38;10.2147/CIA.S559531;FALSE ;;;;;;
KI;2025;34345,62;10.3390/ijms262210881;FALSE ;;;;;;
KI;2025;33677,65;10.1037/ccp0000943;TRUE;;;;;;
KI;2025;33628,39;10.70962/jhi.20250029;FALSE;;;;;;
KI;2025;33123,27;10.3928/1081597X-20241230-03;TRUE;;;;;;
KI;2025;32812,26;10.2147/CLEP.S499859;FALSE ;;;;;;
KI;2025;32372,86;10.1093/ofid/ofaf240;FALSE ;;;;;;
KI;2025;32144,78;10.3390/microorganisms13051077;FALSE ;;;;;;
KI;2025;31646,45;10.1093/eurpub/ckaf145;FALSE ;;;;;;
KI;2025;31528,48;10.2147/CLEP.S518939;FALSE ;;;;;;
KI;2025;31389,41;10.3390/microorganisms13061363;FALSE;;;;;;
KI;2025;31220,78;10.1016/j.bneo.2025.100172;FALSE ;;;;;;
KI;2025;31154,5;10.1128/spectrum.03613-23;FALSE ;;;;;;
KI;2025;30874,08;10.3390/biomedicines13122897;FALSE ;;;;;;
KI;2025;30828,11;10.3390/md23100388;FALSE ;;;;;;
KI;2025;30770,81;10.3390/jpm15040150;FALSE;;;;;;
KI;2025;30723,36;10.1097/MNM.0000000000002100;TRUE;;;;;;
KI;2025;30660,15;10.3389/fgwh.2025.1584113;FALSE ;;;;;;
KI;2025;29046,48;10.1037/sgd0000855;TRUE;;;;;;
KI;2025;28354,74;10.3390/ijms252413602;FALSE ;;;;;;
KI;2025;28190,72;10.1093/eurpub/ckaf161.1967;FALSE ;;;;;;
KI;2025;27992,32;10.5271/sjweh.4257;FALSE ;;;;;;
KI;2025;27904,42;10.3390/ijms262010013;FALSE ;;;;;;
KI;2025;27642,25;10.3390/ph18071044;FALSE ;;;;;;
KI;2025;27577,77;10.1037/pas0001458;FALSE ;;;;;;
KI;2025;27507,87;10.3390/ijms26052209;FALSE;;;;;;
KI;2025;27083,61;10.3390/ijms26125461;FALSE ;;;;;;
KI;2025;25959,9;10.3399/bjgp.2025.0044;TRUE;;;;;;
KI;2025;25320,88;10.1098/rstb.2024.0403;TRUE;;;;;;
KI;2025;24833,4;10.3390/jcm14041307;FALSE ;;;;;;
KI;2025;24614,96;10.1073/pnas.2426057122;TRUE;;;;;;
KI;2025;24566,8;10.1097/PR9.0000000000001340;FALSE;;;;;;
KI;2025;23694,04;10.1073/pnas.2516046122;TRUE;;;;;;
KI;2025;23660,1;10.2105/AJPH.2025.308202;TRUE;;;;;;
KI;2025;23210;10.1530/ETJ-24-0298;FALSE ;;;;;;
KI;2025;22628,23;10.1039/D5CB00116A;FALSE ;;;;;;
KI;2025;22462,93;10.1039/D4CB00312H;FALSE ;;;;;;
KI;2025;21936,71;10.1123/apaq.2024-0153;TRUE;;;;;;
KI;2025;21761,86;10.1136/bmjgh-2025-021152;FALSE ;;;;;;
KI;2025;21278,08;10.1039/D4CB00323C;FALSE ;;;;;;
KI;2025;20253,21;10.1128/jmbe.00193-24;FALSE ;;;;;;
KI;2025;19735,11;10.1302/2046-3758.1410.BJR-2024-0218.R2;FALSE;;;;;;
KI;2025;19648,03;10.1530/EC-25-0108;FALSE ;;;;;;
KI;2025;19131,32;10.1177/26892820251372015;FALSE ;;;;;;
KI;2025;18915,27;10.3390/cells14120917;FALSE;;;;;;
KI;2025;18680,61;10.1167/tvst.14.6.29;FALSE ;;;;;;
KI;2025;18310,05;10.3389/fsurg.2025.1605495;FALSE ;;;;;;
KI;2025;18201,68;10.1097/JS9.0000000000003955;TRUE;;;;;;
KI;2025;17130,97;10.3390/cancers17060986;FALSE ;;;;;;
KI;2025;16143,67;10.3892/mco.2026.2926;FALSE ;;;;;;
KI;2025;14945,36;10.1093/bjsopen/zraf019;FALSE ;;;;;;
KI;2025;14813,04;10.1167/tvst.15.1.11;FALSE ;;;;;;
KI;2025;14716,73;10.1093/noajnl/vdaf185;FALSE ;;;;;;
KI;2025;13499,51;10.1097/EE9.0000000000000400;FALSE ;;;;;;
KI;2025;13233,32;10.5334/pme.1762;FALSE ;;;;;;
KI;2025;12614,84;10.1523/ENEURO.0457-24.2025;FALSE ;;;;;;
KI;2025;11517,98;10.1515/jci-2025-0004;FALSE ;;;;;;
KI;2025;11132,06;10.1556/2006.2025.00013;FALSE ;;;;;;
KI;2025;9483,98;10.70962/jhi.20250016;FALSE ;;;;;;
KI;2025;9259,61;10.1152/japplphysiol.00508.2025;TRUE;;;;;;
KI;2025;9183,94;10.1128/mra.01300-24;FALSE ;;;;;;
KI;2025;8925,2;10.4081/gh.2025.1382;FALSE ;;;;;;
KI;2025;7280,68;10.7895/ijadr.551;FALSE ;;;;;;
KI;2025;6514,82;10.1212/NXG.0000000000200238;FALSE ;;;;;;
KI;2025;5760,92;10.1183/23120541.00023-2025;FALSE ;;;;;;
KI;2025;5290,74;10.1183/23120541.01336-2024;FALSE ;;;;;;
KI;2025;5164,94;10.7189/jogh.15.03014;FALSE ;;;;;;
